Mvir,Rvir,Xc,Yc,Zc,isolated
908198529411.7646,210.35,55113.14997443,6147.20948093,38537.74932037,True
907749999999.9999,210.32,29651.3890444,53942.55440794,20505.26787692,True
906995588235.2941,208.2,50169.38050315,34626.21727147,6117.74736894,False
906219117647.0587,210.2,36396.24557057,34336.29830814,12332.86634539,True
906195588235.2941,210.21,5642.52160854,22167.01285138,45003.59877432,True
904498529411.7646,210.1,29424.83666362,27291.25109102,55385.58622822,True
904474999999.9999,210.07,14787.0987863,18892.52808887,15075.22438842,True
904192647058.8235,183.52,20148.4958377,20972.97259553,16075.61318577,False
903297058823.5293,209.98,56994.62029254,15352.68400186,20819.34583679,True
902730882352.9412,209.94,6911.9635209,1913.69180131,41909.89952069,True
902141176470.5881,209.89,2155.91401987,31394.0634056,18938.95273701,True
900939705882.3529,209.79,25673.61538297,44839.61834171,25372.5292613,True
900939705882.3529,209.81,18367.0757806,22075.92474261,6601.98593515,True
898135294117.647,209.58,29155.3765974,26293.75674033,28442.01595092,True
897711764705.8823,209.56,27925.13797769,55737.91382635,36397.60698249,True
896674999999.9999,209.47,26263.3294135,44584.67314882,24647.26512711,False
896533823529.4117,209.45,630.09216961,6981.94885656,40067.99732298,False
896226470588.2352,209.43,37719.96961601,18911.2120671,41891.8368509,True
895497058823.5293,209.37,27062.5797052,42477.75230803,18858.72002491,True
894624999999.9999,209.3,24380.54972749,20969.09810513,57665.00068702,True
892951470588.2352,209.18,11947.10760915,10917.78896154,26544.8241858,True
892408823529.4117,209.13,429.87546678,863.26655168,27916.82118235,True
892126470588.2352,209.11,57355.80626263,18604.59298252,56008.16933834,True
891348529411.7646,209.06,3430.84733714,27304.76217439,37006.20858651,True
889629411764.7058,208.91,56871.84308033,16133.66390505,37349.21199419,False
889510294117.647,208.9,14998.0262809,23178.18177308,21711.80617568,True
889227941176.4706,208.88,48638.89811897,33465.92751914,50020.54497817,True
888969117647.0587,208.87,16116.65753782,26488.75028071,33893.12597536,True
888355882352.9412,208.82,38215.82033041,38202.23192653,11043.82406391,True
888002941176.4706,208.79,19579.30803158,47798.51352445,25989.47824439,True
887413235294.1176,208.77,17306.65239439,37085.51002453,27017.28493078,True
887130882352.9412,208.73,18215.34869313,54399.03639423,37263.15620568,False
886707352941.1764,208.69,55379.21173215,29121.0596989,20466.27352704,True
886447058823.5293,208.66,27581.60004296,2438.77124682,8908.06033442,True
885929411764.7058,208.63,28013.37595938,13624.90927123,44542.39274928,True
882229411764.7058,208.33,403.67443343,11811.56077901,14186.88219235,True
881404411764.7058,208.27,27252.06021848,48815.48912931,22764.60307977,False
874995588235.2941,207.76,51304.4007429,36621.10305046,1899.29772328,False
874499999999.9999,207.72,20362.19801893,24966.44792308,11574.57032773,False
874452941176.4706,207.72,46673.56174601,56999.7025378,11678.06899691,True
873416176470.5881,207.64,5945.88521203,22756.22235365,40185.07140078,True
872661764705.8823,207.57,33477.83744037,42088.26530316,30987.63021075,True
871742647058.8235,207.5,8853.56313711,10804.26075083,35039.62590022,True
870376470588.2352,207.41,16319.75453336,2927.87675761,10044.63659079,False
870329411764.7058,207.4,12382.05788935,46572.45754267,16402.13824838,False
869880882352.9412,207.36,24371.31647879,32113.0099574,9029.65313045,True
869055882352.9412,207.3,50763.99263663,48205.26283338,51412.75460146,True
867807352941.1764,207.21,45329.58785706,15586.20067396,4098.40751649,True
864438235294.1176,206.92,16714.77834259,58069.79672034,56896.94882838,True
863966176470.5881,206.89,18429.98655,50757.25400278,37826.1693088,True
863966176470.5881,206.9,22479.90471194,56645.90031044,37825.58948459,True
863613235294.1176,206.86,32128.70598332,27850.46495565,41953.56887627,True
863188235294.1176,206.83,15452.70038922,51526.55844547,34481.16485431,True
863070588235.2941,206.83,56093.04742404,14760.30800385,19206.16993291,True
863047058823.5293,206.82,17417.50794329,15447.08037339,11593.8286411,True
861916176470.5881,206.72,24046.8933612,53476.66207405,32291.08160496,True
861445588235.2941,206.68,5729.74103959,26807.42550306,5878.721356,True
861020588235.2941,206.68,58473.21406572,343.23256079,14128.47330604,False
859936764705.8823,194.51,44014.06732203,16894.32750397,57275.4290236,False
859536764705.8823,206.53,6979.04589854,8052.98446369,52732.67778097,True
858899999999.9999,206.5,9538.87633694,13678.19026964,29763.08563443,True
854776470588.2352,206.16,40590.78572012,14425.50957561,22687.98125259,True
854776470588.2352,206.15,18475.65018355,39658.93958247,55172.31804722,True
854752941176.4706,206.15,25581.35743959,50685.29185206,23376.54841996,False
854492647058.8235,206.13,14911.07790447,53433.08689326,3078.40227782,True
854469117647.0587,206.12,42785.95699787,52548.99525576,45616.27992498,True
854069117647.0587,206.11,21710.58145051,41835.9014893,228.43592949,True
853549999999.9999,206.06,43730.36094638,16475.95605431,49548.18444929,True
852891176470.5881,206.0,31544.81737711,24476.76421645,5093.2259998,True
852324999999.9999,205.96,43783.91352817,29113.70983125,306.71838834,True
851523529411.7646,176.6,28339.70920956,3763.91189152,27538.38367369,False
851311764705.8823,205.88,20587.68807067,39723.92363018,55374.98276552,True
850439705882.3529,205.81,20727.39042223,1677.22831314,56294.57750952,True
850392647058.8235,205.8,34218.96856668,9735.15913873,54490.48372921,True
849780882352.9412,205.75,11207.69231976,21717.59390863,24433.09345039,True
849238235294.1176,205.71,42041.69440516,15024.61866182,21126.85590867,True
848577941176.4706,205.65,2690.71678377,10280.60201133,42804.38175139,True
848225000000.0,205.62,5957.70220307,9661.20069904,41288.66923442,False
845514705882.3529,205.4,44672.66513341,16955.47263459,57508.70741124,False
845208823529.4117,205.38,19943.54716582,45289.60549433,29945.10998874,True
843135294117.647,205.21,19582.43762642,40642.42042058,28976.74884682,True
842239705882.3529,205.13,3106.79637535,18728.60394335,16784.62741248,True
841579411764.7058,205.08,8401.25988361,52602.19849432,15800.60501221,True
841250000000.0,205.06,1323.60120938,58356.88723825,20150.99337084,False
839529411764.7058,204.92,51559.85796578,36996.57884199,42923.90800771,True
836230882352.9412,204.65,15638.00488638,41713.80392445,46468.45160935,True
835194117647.0587,204.57,43145.06279163,18278.88598663,57351.42663967,True
835027941176.4706,204.55,54980.4693232,46832.29603696,51842.73002895,True
835004411764.7058,204.57,31912.81702927,26571.67544379,1135.69147298,True
834957352941.1764,204.54,5265.64908024,5384.09563728,42016.81100053,True
833991176470.5881,204.48,9551.11310702,1402.45365441,4630.45475076,False
833261764705.8823,204.41,45153.46372624,16810.50687378,6364.61041573,False
832789705882.3529,204.37,10163.06044132,28821.86233688,24658.60128785,True
832719117647.0587,204.37,41896.91489002,51033.18823655,34662.46717938,True
832105882352.9412,204.31,10266.54821595,3992.58518189,20926.96273073,True
831352941176.4706,204.31,46310.75744356,15616.33446455,2095.34068065,True
830410294117.647,204.17,7810.59272394,4884.71779385,47542.634794,True
830410294117.647,204.17,25071.84484329,45777.94355171,20742.49922505,True
829961764705.8823,204.14,11968.01243514,22942.82914511,25698.22976102,True
829301470588.2352,204.09,50306.28917445,1093.98672261,23764.92865683,True
828477941176.4706,204.02,43822.43280486,15228.15375751,7016.97958167,True
828264705882.3529,204.01,3707.89220227,29144.67190199,10198.93659538,True
828100000000.0,204.0,38291.1126246,10665.64672011,25693.59617946,True
827982352941.1764,203.97,50113.51844598,34891.27727145,2930.4088494,False
827629411764.7058,174.06,9203.18712326,28599.38622601,22770.21644193,False
827204411764.7058,203.91,21023.56481798,6011.60008282,24572.04313387,True
826451470588.2352,203.86,46046.93192651,30543.71614272,20908.37709842,True
825485294117.647,203.79,28952.27094648,43435.53529138,7683.45482425,True
825201470588.2352,203.75,15939.55644539,41842.61255729,45720.50883569,True
824966176470.5881,203.72,51456.66839242,27380.57778716,25095.84670961,True
821573529411.7646,203.46,57611.13096788,10019.46167628,14389.60193212,True
819617647058.8235,203.29,39441.51803763,18567.69677443,5949.99724496,True
818769117647.0587,203.21,17923.49422095,39391.1067715,55413.20171022,True
817944117647.0587,203.15,3193.20132303,26685.64156894,36850.73253395,True
817048529411.7646,203.08,15525.64880168,50481.50417246,50818.60490618,True
816505882352.9412,203.02,24911.34324399,19842.87307441,9131.99346409,True
816129411764.7058,202.99,32460.46175272,26462.00334417,19500.93386926,True
814833823529.4117,202.88,31347.91261198,32607.32813504,4854.68126439,True
813019117647.0587,202.73,8795.74487622,15011.88985328,1900.00090931,False
811911764705.8823,202.65,15938.53519731,11926.36516313,25266.77679563,False
811580882352.9412,202.62,55321.08416523,1541.66512383,40578.81518834,True
809342647058.8235,202.44,13095.84964945,23280.77634648,56795.98246294,False
808070588235.2941,202.32,41543.03430719,24983.43394467,28201.22560199,True
806891176470.5881,202.23,16852.21964816,52889.32041522,50259.918168,True
806514705882.3529,202.19,45507.32725342,17580.90158308,54299.35457428,False
805172058823.5293,202.08,31625.70308804,24470.79368602,19184.15655507,True
804488235294.1176,202.02,8856.81677604,17234.74638554,11131.76859016,True
803050000000.0,201.9,20521.74141637,21457.54782457,13414.34497323,True
802508823529.4117,201.87,58061.63190904,20503.39744682,13978.99413124,True
802508823529.4117,201.86,7644.75294221,11506.09552037,40772.38238263,True
802083823529.4117,201.83,26449.73132312,15406.13283005,9327.57619176,True
801542647058.8235,201.78,25291.17369329,52977.5858205,35515.99023072,True
801142647058.8235,201.75,50589.09990337,20193.45640293,55313.80012936,True
800080882352.9412,201.68,151.87668249,57743.17766366,27003.64297275,True
798926470588.2352,201.62,19258.65547471,1655.37312565,54756.66754317,False
797913235294.1176,201.47,49170.08933714,33786.4766685,52855.80877992,True
796382352941.1764,201.34,57944.12255148,18400.9187322,56896.71237315,True
796169117647.0587,201.33,26178.73817722,53814.10352786,25596.50845541,False
795297058823.5293,201.25,29950.09902106,3856.67769901,43845.3527706,True
795250000000.0,201.26,48610.54966684,8763.67930481,27898.46387338,True
793176470588.2352,201.07,47115.96849786,14904.87108886,13623.02162876,True
791857352941.1764,200.99,41356.31255357,7563.6783135,16677.58733373,True
791480882352.9412,200.94,47155.93610106,13949.48752228,23680.91580343,False
789358823529.4117,200.75,36376.49010513,37919.34741542,51891.51612968,True
788864705882.3529,200.79,20526.44538996,53408.01677632,34614.40045924,True
788511764705.8823,184.58,30010.90790773,39977.81118851,13787.2432846,True
788251470588.2352,200.67,34945.09109777,8191.21592076,29752.53360729,True
787639705882.3529,200.6,41740.38087424,30663.17744993,55671.38879363,True
787616176470.5881,200.61,52078.34786296,23676.03598922,18371.2716648,True
787592647058.8235,200.61,8385.67327136,11791.74331635,40620.95843406,True
787355882352.9412,200.58,45138.1392905,49783.5814501,29814.60675947,True
785423529411.7646,200.41,2541.09762879,36788.54728795,13889.83893501,True
785023529411.7646,200.4,17880.77892939,51974.03306333,45467.8612268,True
784104411764.7058,200.31,35302.61924229,8625.88027447,48720.86033629,True
783608823529.4117,200.26,13073.61055652,8231.84715351,28149.74694788,True
782761764705.8823,200.19,45752.68978594,48730.89091565,52986.05888188,True
782336764705.8823,200.15,31568.46580113,7316.27014268,55409.47963327,False
781842647058.8235,200.12,10960.3215714,34448.57719191,16396.70420278,True
780427941176.4706,199.99,58457.11629809,27275.99833294,326.360453,False
779226470588.2352,199.9,2582.8820624,11066.78122701,4491.65604639,True
779132352941.1764,199.88,9647.90156479,18076.9424996,40356.91237677,True
778850000000.0,199.86,39596.57818397,53127.12551177,6198.52074555,True
776492647058.8235,199.65,30582.98190945,24238.62845057,5858.20437985,True
775432352941.1764,199.56,20055.72041419,5202.29943671,16750.05102848,True
775361764705.8823,199.56,31291.65429688,27914.71642181,49746.7373536,True
773995588235.2941,199.45,50450.31751443,6041.2126202,27092.65825357,True
773594117647.0587,199.4,55568.75056576,18805.41473681,54199.53751756,True
773335294117.647,199.4,38312.43350272,14335.0029375,55148.10447421,True
773100000000.0,199.37,36351.15860132,31082.78354327,19080.85244063,True
772698529411.7646,199.33,10931.88983282,20438.46530498,17054.30173901,True
772675000000.0,199.33,5180.98499244,42270.63030664,44592.78672078,True
772533823529.4117,199.31,56837.71687828,45166.26292665,53549.44418372,True
772180882352.9412,199.29,43497.92065427,33748.79513052,42068.20489697,True
771708823529.4117,199.25,37272.27122446,41200.09931397,11769.69300283,True
771708823529.4117,199.25,19549.46188701,35038.80219843,23949.90927587,True
771638235294.1176,199.23,52675.20730255,19150.80675567,52077.32834758,True
770342647058.8235,199.13,4288.61311655,37486.16834467,15366.87411901,True
769470588235.2941,199.05,16229.08715116,26061.32470146,32239.9496482,True
769329411764.7058,199.04,10052.87694097,7005.58001169,26840.30901057,True
768810294117.647,199.01,15782.87345271,27557.82585646,32695.12986148,True
767608823529.4117,198.9,53766.93772771,22151.58081398,3071.87793807,True
766147058823.5293,198.77,993.6605264,4032.14132481,12353.07781449,True
765464705882.3529,198.7,57278.12933789,13784.83070158,19321.04359647,False
764545588235.2941,198.63,49254.07554737,4105.72612707,49835.6249956,True
764498529411.7646,198.64,420.44462491,39335.05835621,31849.03616815,True
763602941176.4706,198.55,44498.85146355,56866.6852053,10680.47397962,True
763508823529.4117,198.56,23088.12953241,5143.27160184,25901.71173932,True
763320588235.2941,198.53,29881.74091582,23746.78906072,51869.38511476,True
762330882352.9412,198.44,1567.68563832,3841.73939688,8029.93072398,True
761623529411.7646,198.37,36368.42454491,31404.46837199,38755.83292591,True
761080882352.9412,198.33,30387.39088401,24757.6521683,5925.75299029,False
760892647058.8235,198.31,55838.03309984,373.30810329,42816.02351461,True
760775000000.0,198.3,9297.66654842,12835.88753145,55493.6165744,True
760657352941.1764,198.3,48821.03919984,57146.96575785,12954.01705005,True
760539705882.3529,198.28,14703.46658389,15660.67156418,28305.60513891,True
760351470588.2352,198.29,57053.70650238,22948.9615164,50456.88606359,True
760279411764.7058,198.26,53634.26072605,19689.77810383,23005.72483602,True
759007352941.1764,198.15,6926.71988385,31301.38986219,21358.67921492,True
758748529411.7646,198.12,32493.02820323,32664.23701518,7158.91625933,True
758135294117.647,198.07,780.49238859,27999.80761271,49999.64730445,True
757688235294.1176,198.05,52445.66351856,26048.17982406,5318.95887381,True
757500000000.0,198.01,40558.73750664,27472.90086854,7496.30734126,True
756886764705.8823,197.96,8038.38877553,12241.91796653,52300.41344721,True
756273529411.7646,197.91,56700.76317825,35441.13608844,45499.07646318,False
755119117647.0587,197.82,3312.51809966,13255.84190324,8286.56390756,True
754930882352.9412,197.79,11331.10961185,41508.77288231,45840.05298092,True
754435294117.647,197.74,30864.67650474,14233.41435285,3132.37230379,True
754411764705.8823,197.75,57198.40680997,15751.58667684,56987.10549196,True
753492647058.8235,197.66,9215.15506549,29888.44927574,16852.2491406,True
753280882352.9412,197.64,5334.97660785,28114.44003893,12681.56628185,True
752575000000.0,197.59,28006.73205089,53979.32739761,26901.53973251,True
752502941176.4706,197.65,36133.46764705,18997.1397814,36105.60414777,True
752338235294.1176,197.59,15523.00150451,28909.95395128,30299.66920742,True
752102941176.4706,197.54,13688.5201976,55467.01703236,54469.26183537,False
750925000000.0,197.44,930.72617536,1976.30773773,24440.17162665,True
750760294117.647,197.43,24910.62839292,40692.31162678,26598.00109272,True
750452941176.4706,197.4,9915.29675496,18628.81700594,17817.50880334,False
749817647058.8235,197.35,11219.57912824,16103.6714342,3574.29472722,True
748614705882.3529,197.23,42061.38636064,44776.90125385,14233.7066053,True
746658823529.4117,197.07,53349.87699564,22264.00463473,53272.46806368,False
745905882352.9412,197.0,31583.4550783,11044.27308492,5129.01260927,True
742913235294.1176,196.74,36593.97143926,18917.43379242,36418.40805945,False
741004411764.7058,196.57,17961.69717453,44392.56730768,17164.18051826,True
740320588235.2941,196.5,4224.23215276,9910.05483426,38651.40450959,True
739944117647.0587,196.47,31233.66083193,28993.32387117,45662.79093832,True
739707352941.1764,196.45,37266.79926055,28346.2874303,47896.83585509,True
739377941176.4706,196.42,51216.9354231,13268.31004857,50326.30701496,True
738977941176.4706,196.4,14939.38824922,54864.66865679,54220.85121956,True
738341176470.5881,196.33,46449.11754973,12209.13681507,58288.41903437,True
737775000000.0,169.08,8794.74224427,33443.08306977,15012.65489731,False
736667647058.8235,196.18,57675.02138956,39888.1666507,9095.51669714,True
736502941176.4706,196.18,19548.31323325,22651.49314925,1949.07238521,True
736338235294.1176,196.17,50807.03826002,26875.98777165,411.45273071,True
733816176470.5881,195.92,26902.62565322,44290.46248445,19478.40558817,True
733085294117.647,195.86,53949.60633755,22982.12994099,22332.54488707,True
731082352941.1764,195.68,17978.75472574,33057.6784798,31673.02813693,True
730917647058.8235,195.67,19577.23577007,53493.54322687,41601.501299,True
730564705882.3529,195.64,52196.99032631,20799.99725216,23435.43308409,True
728773529411.7646,184.05,57870.09055902,51645.2239486,38196.66619298,True
727170588235.2941,195.34,42969.70901792,44539.23708165,6997.17454102,True
726817647058.8235,195.32,14989.39575399,44373.23210196,12929.08657798,True
726629411764.7058,195.28,18356.54337683,945.10213529,10553.73416995,True
726275000000.0,195.26,13641.20431465,33436.2041174,36217.41928609,True
725733823529.4117,195.2,3779.06357519,20548.56921076,3536.52939293,True
725451470588.2352,195.19,32812.37716424,11492.0243256,563.46526978,True
724319117647.0587,195.09,19727.35535795,58231.35585079,43342.89876152,True
723000000000.0,194.96,41033.92448801,15018.25425079,11005.60262892,True
722976470588.2352,194.96,12104.72544461,11293.74157749,36149.74302654,True
722435294117.647,182.94,8089.90536961,39951.53011564,15012.52708602,False
721986764705.8823,194.88,57707.19889036,51975.32641726,38195.73833635,False
721138235294.1176,194.8,48016.48496992,15795.9459683,58305.97168359,False
719205882352.9412,194.62,15061.4595898,3395.43888202,9445.89064209,False
718994117647.0587,194.61,19909.06220913,2299.3637165,15024.24289334,True
718970588235.2941,194.6,55089.77135105,31702.02559348,51477.30403746,True
718782352941.1764,194.61,31743.36785684,10394.0154062,56386.60931196,False
718711764705.8823,194.59,25225.37489507,20291.51041457,692.28366879,True
718286764705.8823,194.54,46287.99477988,13093.06991213,25766.29542589,False
717014705882.3529,194.42,699.02813026,27862.16189001,50460.37886886,False
716708823529.4117,194.39,19408.7365598,56716.57093762,45651.28491526,True
715011764705.8823,194.24,43602.10070227,37562.89439803,42350.99601943,False
713975000000.0,194.15,19626.95872696,31286.15760025,13403.41438337,True
713479411764.7058,194.11,11660.15797131,46811.24581818,20726.95118006,True
712914705882.3529,194.05,32820.75211358,3245.76714434,55059.35648858,True
712750000000.0,194.03,2797.93020823,31305.61536888,21362.26297902,True
712750000000.0,194.03,32836.97936875,17552.74402652,27889.0035022,True
712489705882.3529,194.01,17613.35271244,52146.5812595,3839.55195166,True
712277941176.4706,193.99,16216.14179095,51565.5333128,50382.0603776,True
711523529411.7646,193.95,41203.56426187,11562.77488571,25192.77103392,True
711076470588.2352,193.88,55164.04437484,58053.93305893,5629.94107125,True
710817647058.8235,193.87,49933.23437168,57550.02544998,15689.11264548,True
710722058823.5294,193.85,6962.25905177,40668.70114229,22278.97144483,True
709520588235.2941,193.74,30964.17399883,6146.12913965,7643.59240448,True
708036764705.8823,193.6,9663.05081141,10397.34868882,48266.08889485,True
707966176470.5881,193.6,48704.09071568,33513.3903559,51108.3946122,True
707942647058.8235,193.6,15250.25892647,28238.10214921,33229.80135675,True
707776470588.2352,193.58,11977.97795793,34956.2139119,4206.50751479,True
706551470588.2352,193.47,26189.0858529,537.98614584,27753.50482213,True
706198529411.7646,193.44,34985.93654552,32376.37774525,20597.03289731,True
705820588235.2941,193.41,25198.36105156,38774.83405224,54842.53091446,False
705067647058.8235,193.34,41985.53311002,10627.02428449,19495.39730255,True
704548529411.7646,193.28,15433.68115806,50452.82031811,33888.56668338,True
704336764705.8823,193.27,9538.74331996,29255.19661811,18059.35628,True
703983823529.4117,193.24,3331.39153254,13167.94499532,21750.64002553,True
703629411764.7058,193.21,8129.89087403,23037.59054065,10585.47930479,True
703158823529.4117,193.17,7454.85156957,11338.89541645,39084.22791316,True
701791176470.5881,193.04,50004.14021396,27326.3102189,663.17248681,True
701085294117.647,192.98,12245.30303324,55959.34622816,231.0124737,True
701036764705.8823,192.98,27710.3941981,42096.98133396,9326.43327157,True
700166176470.5881,192.89,8026.28883804,11752.04480952,24914.72710774,True
700000000000.0,192.88,15090.24759411,21804.11861413,22558.62019487,True
699411764705.8823,192.82,48459.28244148,20280.13769041,18674.22288437,False
699388235294.1176,192.81,13666.76804807,28546.05669902,17039.16788301,True
699247058823.5294,192.8,8041.55690036,19740.99960971,10987.53441818,True
699176470588.2352,192.79,3535.0388457,46324.63849713,46522.38594731,True
699057352941.1764,192.79,17381.13313793,53925.38555271,19651.38793022,True
696936764705.8823,192.59,11925.3112337,8471.57422229,28952.63967206,True
696419117647.0587,192.54,18524.70205455,32558.65034035,26563.91681393,False
696277941176.4706,192.53,4729.71230373,55866.2762728,32616.46011222,True
695947058823.5294,192.5,7122.02922752,31614.60221995,46100.94619572,True
695570588235.2941,192.46,8645.99908851,35047.36716702,14602.2959842,False
695405882352.9412,192.45,26581.53586956,38855.99190616,50083.329507,True
694933823529.4117,192.4,23235.73346906,40856.35533383,56899.15185394,True
694627941176.4706,192.38,21656.0661817,3830.08407388,34841.35889044,True
694250000000.0,192.34,52286.05124396,6950.43753442,20983.15446247,True
693802941176.4706,192.3,54042.04066273,24206.53595687,22002.70616885,True
693638235294.1176,192.28,50229.69754643,15244.16942443,53327.82492557,True
692366176470.5881,192.19,29654.55956231,39261.5639718,35285.54056254,True
690102941176.4706,191.96,11599.35449251,58321.73197799,53335.57803138,True
689089705882.3529,191.86,27470.26039123,53226.88124503,20653.51047415,False
689019117647.0587,191.86,16166.05365482,53865.32379637,51210.28240325,True
688405882352.9412,191.8,30818.7585187,38285.76603651,10733.93188834,False
688382352941.1764,191.82,14724.36741281,16083.89579417,28150.21639853,False
688311764705.8823,191.79,53493.16509132,21371.24263937,25357.03897827,True
688217647058.8235,191.78,51446.89823253,37247.92133928,3670.29060177,True
688194117647.0587,191.78,22228.83509906,39645.62766107,55275.88021199,True
687888235294.1176,191.76,29301.10618907,49536.82647284,2115.43834278,True
687016176470.5881,191.68,10703.39470116,4055.69163557,40364.60683012,True
686875000000.0,191.68,30092.37617271,26606.20961388,31338.7625069,True
686804411764.7058,191.65,23482.92658662,57380.95428598,11446.0632126,True
686780882352.9412,191.67,17221.02286717,34638.13562496,51816.60734595,True
686569117647.0587,191.63,38102.8714148,16482.27996823,56770.33176898,False
685908823529.4117,191.58,55847.0473674,989.55595966,6056.35896214,False
684470588235.2941,191.44,13523.96138537,22167.34382295,41471.0549985,True
684305882352.9412,191.42,19326.05194215,36255.29648501,27925.26984803,True
683600000000.0,191.36,55463.14399545,25655.53153761,52597.75150655,True
683600000000.0,191.36,44254.78861359,27208.07035449,2473.67006398,True
683198529411.7646,191.32,23612.73160987,30382.90339846,14216.28155323,False
682420588235.2941,191.26,35052.56423979,41074.36908246,1884.59700189,True
682326470588.2352,191.24,23540.50380547,46401.43915064,3422.59289534,True
682114705882.3529,191.21,29105.78003981,13987.90385522,6119.39541666,False
681973529411.7646,191.2,12431.73990359,6276.63894173,27309.6672971,True
681030882352.9412,191.12,5840.46436816,9129.46420133,41961.84240341,False
680983823529.4117,191.11,26197.12572727,54971.20525248,26398.8001791,True
680276470588.2352,191.05,51643.65883262,21314.67972673,44615.1150319,True
678957352941.1764,190.92,31316.15952401,6408.796012,54758.98394192,True
678722058823.5294,190.89,50643.47708066,36399.59167667,4205.98436436,True
678391176470.5881,190.87,54941.31572993,13855.88132118,43250.9429465,True
676930882352.9412,190.72,5849.64096593,6876.76101169,8605.89385977,True
676505882352.9412,190.69,29406.57014556,38511.73695144,27109.90536072,True
676294117647.0587,190.67,10511.72447742,25419.92046688,23979.79752255,True
676247058823.5294,190.67,36146.58109821,22314.10101633,56145.60741804,False
676129411764.7058,190.65,20505.17907222,2342.08723914,46031.29881353,True
675704411764.7058,190.61,26123.77700152,1611.34207064,25329.5306441,True
674691176470.5881,190.52,47588.69380367,21404.1329806,19224.81408013,True
673891176470.5881,190.45,55763.45177673,9458.8021277,16699.09627183,True
673207352941.1764,190.41,55850.35549027,12677.88521108,11160.19322342,True
672901470588.2352,190.36,48891.72483932,56891.59022493,14515.18551209,True
671086764705.8823,190.2,49256.78040898,41373.37697286,56174.0140167,True
670614705882.3529,190.14,39267.25162913,7564.09705581,46051.90921286,True
670261764705.8823,160.44,56549.71141121,45286.33178605,53474.46403063,False
669930882352.9412,190.08,16678.79223345,42349.22172498,11687.06679721,True
669295588235.2941,190.01,9900.14078311,27832.607321,21678.53009806,True
668941176470.5881,189.97,34358.79368044,25695.40503925,2607.06250377,False
668800000000.0,189.96,33260.16929568,16987.85623863,25501.51610562,True
668752941176.4706,189.96,52219.99752186,15306.60497496,29964.20549882,True
668470588235.2941,189.94,41680.07364685,48756.09650298,36228.68810739,True
668447058823.5294,189.93,1003.25001216,49166.29702481,9784.61597634,True
668211764705.8823,189.91,14541.99675748,14337.50050104,29444.67268288,True
667998529411.7646,189.88,30046.41759536,5447.9332742,27553.46274618,True
667739705882.3529,189.86,52843.68127235,37560.84065398,4347.50114897,False
667575000000.0,189.87,33108.20826349,12134.24188198,2251.50023005,True
667410294117.647,189.83,30098.05053777,11932.05761119,2160.54655016,True
667008823529.4117,189.8,2400.55654164,19093.13115549,46626.53351333,True
665642647058.8235,189.66,32630.3179419,49559.85754967,40575.03116822,True
665076470588.2352,189.61,26870.05454825,52415.93146638,36834.16038458,True
665052941176.4706,189.61,12528.00705555,28446.50356658,21164.42419799,True
663827941176.4706,189.49,55313.30945218,33936.03596549,4327.29502188,True
663780882352.9412,189.49,5271.85229171,32044.61495856,14385.04982602,True
663475000000.0,189.45,45576.38115013,21047.39933394,47227.52710977,True
663451470588.2352,189.45,6925.7597648,5029.64710672,40845.99516999,True
663192647058.8235,189.44,32564.41342441,53870.86207529,2508.00961962,True
663073529411.7646,189.42,26559.55385534,3175.816576,25851.8261824,True
662979411764.7058,189.42,27906.98091628,48935.47967518,23025.96362007,True
662083823529.4117,189.33,55580.8356272,27976.98221077,20897.79114727,True
661730882352.9412,189.29,33139.30080149,51852.62806874,24025.17427412,True
661519117647.0587,189.27,4772.35579605,26157.66312698,14742.96454761,True
661377941176.4706,189.26,31820.13009084,53594.57230007,2581.41436599,True
661307352941.1764,189.25,28969.18563695,18530.70937005,13126.19014299,True
660529411764.7058,189.2,26428.84919504,20733.48317282,15242.05188229,True
660364705882.3529,189.18,39757.94448376,38378.14995766,23736.18605534,True
660198529411.7646,189.14,48666.93021731,11928.28830975,27906.89730689,True
659939705882.3529,189.15,36484.94711817,30409.6050995,38277.09068362,True
659586764705.8823,189.09,35670.9234713,37152.40604579,51324.57344338,True
659586764705.8823,189.08,4170.41689724,7935.01992802,38885.20638301,True
659539705882.3529,189.08,47610.46659154,49965.32551926,47114.46206598,True
658455882352.9412,189.0,295.89637241,38375.91413283,8717.57125635,False
658101470588.2352,188.94,42016.04005103,14749.95848718,10993.63481624,True
657889705882.3529,188.93,38689.66345349,14635.61052729,55224.8403537,False
657560294117.647,156.86,9131.10295484,44194.88400748,22413.04341426,False
657442647058.8235,188.9,54009.01542293,20114.86686125,45130.01552161,True
657158823529.4117,188.85,32690.44302266,22342.45376191,3746.86534963,False
656570588235.2941,188.79,33486.52085684,30453.25996243,19374.56720864,True
656169117647.0587,188.78,6532.33551648,48457.56615327,23391.56754224,True
656004411764.7058,188.78,32994.51191501,42724.53157605,28733.13339504,True
655132352941.1764,188.66,11564.90558533,3292.22199373,6900.45547919,False
653695588235.2941,188.52,46660.97388787,35634.50367451,7379.1277306,True
653672058823.5294,188.52,10547.75274196,23575.25199641,22788.84232186,False
653672058823.5294,188.55,22059.66605894,21200.77431946,7164.53477048,True
651338235294.1176,188.29,15270.58795208,55377.50511851,45183.55280547,True
651008823529.4117,188.26,25108.44311299,27975.78931032,18970.72314814,True
650230882352.9412,188.19,30426.10856041,9028.16035053,27294.03690492,False
